技能id,等级,需要材料,需要银币,需求等级,
143,11,33=17,32000,50,32000
143,12,33=20,36000,55,36000
143,13,33=23,40000,60,40000
143,14,33=26,44000,65,44000
143,15,33=30,48000,70,48000
143,16,34=34,96000,75,96000
143,17,34=38,104000,80,104000
143,18,34=42,112000,85,112000
143,19,34=46,120000,90,120000
143,20,34=50,128000,95,128000
144,1,31=1,0,0,0
144,2,31=2,500,6,500
144,3,31=3,1000,10,1000
144,4,31=4,2000,15,2000
144,5,31=5,4000,20,4000
144,6,32=6,8000,25,8000
144,7,32=8,10000,30,10000
144,8,32=10,12000,35,12000
144,9,32=12,14000,40,14000
144,10,32=14,16000,45,16000
144,11,33=17,32000,50,32000
144,12,33=20,36000,55,36000
144,13,33=23,40000,60,40000
144,14,33=26,44000,65,44000
144,15,33=30,48000,70,48000
144,16,34=34,96000,75,96000
144,17,34=38,104000,80,104000
144,18,34=42,112000,85,112000
144,19,34=46,120000,90,120000
144,20,34=50,128000,95,128000
145,1,31=1,0,0,0
145,2,31=2,500,6,500
145,3,31=3,1000,10,1000
145,4,31=4,2000,15,2000
145,5,31=5,4000,20,4000
145,6,32=6,8000,25,8000
145,7,32=8,10000,30,10000
145,8,32=10,12000,35,12000
145,9,32=12,14000,40,14000
145,10,32=14,16000,45,16000
145,11,33=17,32000,50,32000
145,12,33=20,36000,55,36000
145,13,33=23,40000,60,40000
145,14,33=26,44000,65,44000
145,15,33=30,48000,70,48000
145,16,34=34,96000,75,96000
145,17,34=38,104000,80,104000
145,18,34=42,112000,85,112000
145,19,34=46,120000,90,120000
145,20,34=50,128000,95,128000
146,1,31=1,0,0,0
146,2,31=2,500,6,500
146,3,31=3,1000,10,1000
146,4,31=4,2000,15,2000
146,5,31=5,4000,20,4000
146,6,32=6,8000,25,8000
146,7,32=8,10000,30,10000
146,8,32=10,12000,35,12000
146,9,32=12,14000,40,14000
146,10,32=14,16000,45,16000
146,11,33=17,32000,50,32000
146,12,33=20,36000,55,36000
146,13,33=23,40000,60,40000
146,14,33=26,44000,65,44000
146,15,33=30,48000,70,48000
146,16,34=34,96000,75,96000
146,17,34=38,104000,80,104000
146,18,34=42,112000,85,112000
146,19,34=46,120000,90,120000
146,20,34=50,128000,95,128000
147,1,31=1,0,0,0
147,2,31=2,500,6,500
147,3,31=3,1000,10,1000
147,4,31=4,2000,15,2000
147,5,31=5,4000,20,4000
147,6,32=6,8000,25,8000
147,7,32=8,10000,30,10000
147,8,32=10,12000,35,12000
147,9,32=12,14000,40,14000
147,10,32=14,16000,45,16000
147,11,33=17,32000,50,32000
147,12,33=20,36000,55,36000
147,13,33=23,40000,60,40000
147,14,33=26,44000,65,44000
147,15,33=30,48000,70,48000
147,16,34=34,96000,75,96000
147,17,34=38,104000,80,104000
147,18,34=42,112000,85,112000
147,19,34=46,120000,90,120000
147,20,34=50,128000,95,128000
148,1,31=1,0,0,0
148,2,31=2,500,6,500
148,3,31=3,1000,10,1000
148,4,31=4,2000,15,2000
148,5,31=5,4000,20,4000
148,6,32=6,8000,25,8000
148,7,32=8,10000,30,10000
148,8,32=10,12000,35,12000
148,9,32=12,14000,40,14000
148,10,32=14,16000,45,16000
148,11,33=17,32000,50,32000
148,12,33=20,36000,55,36000
148,13,33=23,40000,60,40000
148,14,33=26,44000,65,44000
148,15,33=30,48000,70,48000
148,16,34=34,96000,75,96000
148,17,34=38,104000,80,104000
148,18,34=42,112000,85,112000
148,19,34=46,120000,90,120000
148,20,34=50,128000,95,128000
149,1,31=1,0,0,0
149,2,31=2,500,6,500
149,3,31=3,1000,10,1000
149,4,31=4,2000,15,2000
149,5,31=5,4000,20,4000
149,6,32=6,8000,25,8000
149,7,32=8,10000,30,10000
149,8,32=10,12000,35,12000
149,9,32=12,14000,40,14000
149,10,32=14,16000,45,16000
149,11,33=17,32000,50,32000
149,12,33=20,36000,55,36000
149,13,33=23,40000,60,40000
149,14,33=26,44000,65,44000
149,15,33=30,48000,70,48000
149,16,34=34,96000,75,96000
149,17,34=38,104000,80,104000
149,18,34=42,112000,85,112000
149,19,34=46,120000,90,120000
149,20,34=50,128000,95,128000
150,1,31=1,0,0,0
150,2,31=2,500,6,500
150,3,31=3,1000,10,1000
150,4,31=4,2000,15,2000
150,5,31=5,4000,20,4000
150,6,32=6,8000,25,8000
150,7,32=8,10000,30,10000
150,8,32=10,12000,35,12000
150,9,32=12,14000,40,14000
150,10,32=14,16000,45,16000
150,11,33=17,32000,50,32000
150,12,33=20,36000,55,36000
150,13,33=23,40000,60,40000
150,14,33=26,44000,65,44000
150,15,33=30,48000,70,48000
150,16,34=34,96000,75,96000
150,17,34=38,104000,80,104000
150,18,34=42,112000,85,112000
150,19,34=46,120000,90,120000
150,20,34=50,128000,95,128000
151,1,31=1,0,0,0
151,2,31=2,500,6,500
151,3,31=3,1000,10,1000
151,4,31=4,2000,15,2000
151,5,31=5,4000,20,4000
151,6,32=6,8000,25,8000
151,7,32=8,10000,30,10000
151,8,32=10,12000,35,12000
151,9,32=12,14000,40,14000
151,10,32=14,16000,45,16000
151,11,33=17,32000,50,32000
151,12,33=20,36000,55,36000
151,13,33=23,40000,60,40000
151,14,33=26,44000,65,44000
151,15,33=30,48000,70,48000
151,16,34=34,96000,75,96000
151,17,34=38,104000,80,104000
151,18,34=42,112000,85,112000
151,19,34=46,120000,90,120000
151,20,34=50,128000,95,128000
152,1,31=1,0,0,0
152,2,31=2,500,6,500
152,3,31=3,1000,10,1000
152,4,31=4,2000,15,2000
152,5,31=5,4000,20,4000
152,6,32=6,8000,25,8000
152,7,32=8,10000,30,10000
152,8,32=10,12000,35,12000
152,9,32=12,14000,40,14000
152,10,32=14,16000,45,16000
152,11,33=17,32000,50,32000
152,12,33=20,36000,55,36000
152,13,33=23,40000,60,40000
152,14,33=26,44000,65,44000
152,15,33=30,48000,70,48000
152,16,34=34,96000,75,96000
152,17,34=38,104000,80,104000
152,18,34=42,112000,85,112000
152,19,34=46,120000,90,120000
152,20,34=50,128000,95,128000
153,1,31=1,0,0,0
153,2,31=2,500,6,500
153,3,31=3,1000,10,1000
153,4,31=4,2000,15,2000
153,5,31=5,4000,20,4000
153,6,32=6,8000,25,8000
153,7,32=8,10000,30,10000
153,8,32=10,12000,35,12000
153,9,32=12,14000,40,14000
153,10,32=14,16000,45,16000
153,11,33=17,32000,50,32000
153,12,33=20,36000,55,36000
153,13,33=23,40000,60,40000
153,14,33=26,44000,65,44000
153,15,33=30,48000,70,48000
153,16,34=34,96000,75,96000
153,17,34=38,104000,80,104000
153,18,34=42,112000,85,112000
153,19,34=46,120000,90,120000
153,20,34=50,128000,95,128000
154,1,31=1,0,0,0
154,2,31=2,500,6,500
154,3,31=3,1000,10,1000
154,4,31=4,2000,15,2000
154,5,31=5,4000,20,4000
154,6,32=6,8000,25,8000
154,7,32=8,10000,30,10000
154,8,32=10,12000,35,12000
154,9,32=12,14000,40,14000
154,10,32=14,16000,45,16000
154,11,33=17,32000,50,32000
154,12,33=20,36000,55,36000
154,13,33=23,40000,60,40000
154,14,33=26,44000,65,44000
154,15,33=30,48000,70,48000
154,16,34=34,96000,75,96000
154,17,34=38,104000,80,104000
154,18,34=42,112000,85,112000
154,19,34=46,120000,90,120000
154,20,34=50,128000,95,128000
155,1,31=1,0,0,0
155,2,31=2,500,6,500
155,3,31=3,1000,10,1000
155,4,31=4,2000,15,2000
155,5,31=5,4000,20,4000
155,6,32=6,8000,25,8000
155,7,32=8,10000,30,10000
155,8,32=10,12000,35,12000
155,9,32=12,14000,40,14000
155,10,32=14,16000,45,16000
155,11,33=17,32000,50,32000
155,12,33=20,36000,55,36000
155,13,33=23,40000,60,40000
155,14,33=26,44000,65,44000
155,15,33=30,48000,70,48000
155,16,34=34,96000,75,96000
155,17,34=38,104000,80,104000
155,18,34=42,112000,85,112000
155,19,34=46,120000,90,120000
155,20,34=50,128000,95,128000
156,1,31=1,0,0,0
156,2,31=2,500,6,500
156,3,31=3,1000,10,1000
156,4,31=4,2000,15,2000
156,5,31=5,4000,20,4000
156,6,32=6,8000,25,8000
156,7,32=8,10000,30,10000
156,8,32=10,12000,35,12000
156,9,32=12,14000,40,14000
156,10,32=14,16000,45,16000
156,11,33=17,32000,50,32000
156,12,33=20,36000,55,36000
156,13,33=23,40000,60,40000
156,14,33=26,44000,65,44000
156,15,33=30,48000,70,48000
156,16,34=34,96000,75,96000
156,17,34=38,104000,80,104000
156,18,34=42,112000,85,112000
156,19,34=46,120000,90,120000
156,20,34=50,128000,95,128000
157,1,31=1,0,0,0
157,2,31=2,500,6,500
157,3,31=3,1000,10,1000
157,4,31=4,2000,15,2000
157,5,31=5,4000,20,4000
157,6,32=6,8000,25,8000
157,7,32=8,10000,30,10000
157,8,32=10,12000,35,12000
157,9,32=12,14000,40,14000
157,10,32=14,16000,45,16000
157,11,33=17,32000,50,32000
157,12,33=20,36000,55,36000
157,13,33=23,40000,60,40000
157,14,33=26,44000,65,44000
157,15,33=30,48000,70,48000
157,16,34=34,96000,75,96000
157,17,34=38,104000,80,104000
157,18,34=42,112000,85,112000
157,19,34=46,120000,90,120000
157,20,34=50,128000,95,128000
158,1,31=1,0,0,0
158,2,31=2,500,6,500
158,3,31=3,1000,10,1000
158,4,31=4,2000,15,2000
158,5,31=5,4000,20,4000
158,6,32=6,8000,25,8000
158,7,32=8,10000,30,10000
158,8,32=10,12000,35,12000
158,9,32=12,14000,40,14000
158,10,32=14,16000,45,16000
158,11,33=17,32000,50,32000
158,12,33=20,36000,55,36000
158,13,33=23,40000,60,40000
158,14,33=26,44000,65,44000
158,15,33=30,48000,70,48000
158,16,34=34,96000,75,96000
158,17,34=38,104000,80,104000
158,18,34=42,112000,85,112000
158,19,34=46,120000,90,120000
158,20,34=50,128000,95,128000
159,1,31=1,0,0,0
159,2,31=2,500,6,500
159,3,31=3,1000,10,1000
159,4,31=4,2000,15,2000
159,5,31=5,4000,20,4000
159,6,32=6,8000,25,8000
159,7,32=8,10000,30,10000
159,8,32=10,12000,35,12000
159,9,32=12,14000,40,14000
159,10,32=14,16000,45,16000
159,11,33=17,32000,50,32000
159,12,33=20,36000,55,36000
159,13,33=23,40000,60,40000
159,14,33=26,44000,65,44000
159,15,33=30,48000,70,48000
159,16,34=34,96000,75,96000
159,17,34=38,104000,80,104000
159,18,34=42,112000,85,112000
159,19,34=46,120000,90,120000
159,20,34=50,128000,95,128000
160,1,31=1,0,0,0
160,2,31=2,500,6,500
160,3,31=3,1000,10,1000
160,4,31=4,2000,15,2000
160,5,31=5,4000,20,4000
160,6,32=6,8000,25,8000
160,7,32=8,10000,30,10000
160,8,32=10,12000,35,12000
160,9,32=12,14000,40,14000
160,10,32=14,16000,45,16000
160,11,33=17,32000,50,32000
160,12,33=20,36000,55,36000
160,13,33=23,40000,60,40000
160,14,33=26,44000,65,44000
160,15,33=30,48000,70,48000
160,16,34=34,96000,75,96000
160,17,34=38,104000,80,104000
160,18,34=42,112000,85,112000
160,19,34=46,120000,90,120000
160,20,34=50,128000,95,128000
161,1,31=1,0,0,0
161,2,31=2,500,6,500
161,3,31=3,1000,10,1000
161,4,31=4,2000,15,2000
161,5,31=5,4000,20,4000
161,6,32=6,8000,25,8000
161,7,32=8,10000,30,10000
161,8,32=10,12000,35,12000
161,9,32=12,14000,40,14000
161,10,32=14,16000,45,16000
161,11,33=17,32000,50,32000
161,12,33=20,36000,55,36000
161,13,33=23,40000,60,40000
161,14,33=26,44000,65,44000
161,15,33=30,48000,70,48000
161,16,34=34,96000,75,96000
161,17,34=38,104000,80,104000
161,18,34=42,112000,85,112000
161,19,34=46,120000,90,120000
161,20,34=50,128000,95,128000
162,1,31=1,0,0,0
162,2,31=2,500,6,500
162,3,31=3,1000,10,1000
162,4,31=4,2000,15,2000
162,5,31=5,4000,20,4000
162,6,32=6,8000,25,8000
162,7,32=8,10000,30,10000
162,8,32=10,12000,35,12000
162,9,32=12,14000,40,14000
162,10,32=14,16000,45,16000
162,11,33=17,32000,50,32000
162,12,33=20,36000,55,36000
162,13,33=23,40000,60,40000
162,14,33=26,44000,65,44000
162,15,33=30,48000,70,48000
162,16,34=34,96000,75,96000
162,17,34=38,104000,80,104000
162,18,34=42,112000,85,112000
162,19,34=46,120000,90,120000
162,20,34=50,128000,95,128000
163,1,31=1,0,0,0
163,2,31=2,500,6,500
163,3,31=3,1000,10,1000
163,4,31=4,2000,15,2000
163,5,31=5,4000,20,4000
163,6,32=6,8000,25,8000
163,7,32=8,10000,30,10000
163,8,32=10,12000,35,12000
163,9,32=12,14000,40,14000
163,10,32=14,16000,45,16000
163,11,33=17,32000,50,32000
163,12,33=20,36000,55,36000
163,13,33=23,40000,60,40000
163,14,33=26,44000,65,44000
163,15,33=30,48000,70,48000
163,16,34=34,96000,75,96000
163,17,34=38,104000,80,104000
163,18,34=42,112000,85,112000
163,19,34=46,120000,90,120000
163,20,34=50,128000,95,128000
164,1,31=1,0,0,0
164,2,31=2,500,6,500
164,3,31=3,1000,10,1000
164,4,31=4,2000,15,2000
164,5,31=5,4000,20,4000
164,6,32=6,8000,25,8000
164,7,32=8,10000,30,10000
164,8,32=10,12000,35,12000
164,9,32=12,14000,40,14000
164,10,32=14,16000,45,16000
164,11,33=17,32000,50,32000
164,12,33=20,36000,55,36000
164,13,33=23,40000,60,40000
164,14,33=26,44000,65,44000
164,15,33=30,48000,70,48000
164,16,34=34,96000,75,96000
164,17,34=38,104000,80,104000
164,18,34=42,112000,85,112000
164,19,34=46,120000,90,120000
164,20,34=50,128000,95,128000
165,1,31=1,0,0,0
165,2,31=2,500,6,500
165,3,31=3,1000,10,1000
165,4,31=4,2000,15,2000
165,5,31=5,4000,20,4000
165,6,32=6,8000,25,8000
165,7,32=8,10000,30,10000
165,8,32=10,12000,35,12000
165,9,32=12,14000,40,14000
165,10,32=14,16000,45,16000
165,11,33=17,32000,50,32000
165,12,33=20,36000,55,36000
165,13,33=23,40000,60,40000
165,14,33=26,44000,65,44000
165,15,33=30,48000,70,48000
165,16,34=34,96000,75,96000
165,17,34=38,104000,80,104000
165,18,34=42,112000,85,112000
165,19,34=46,120000,90,120000
165,20,34=50,128000,95,128000
166,1,31=1,0,0,0
166,2,31=2,500,6,500
166,3,31=3,1000,10,1000
166,4,31=4,2000,15,2000
166,5,31=5,4000,20,4000
166,6,32=6,8000,25,8000
166,7,32=8,10000,30,10000
166,8,32=10,12000,35,12000
166,9,32=12,14000,40,14000
166,10,32=14,16000,45,16000
166,11,33=17,32000,50,32000
166,12,33=20,36000,55,36000
166,13,33=23,40000,60,40000
166,14,33=26,44000,65,44000
166,15,33=30,48000,70,48000
166,16,34=34,96000,75,96000
166,17,34=38,104000,80,104000
166,18,34=42,112000,85,112000
166,19,34=46,120000,90,120000
166,20,34=50,128000,95,128000
167,1,31=1,0,0,0
167,2,31=2,500,6,500
167,3,31=3,1000,10,1000
167,4,31=4,2000,15,2000
167,5,31=5,4000,20,4000
167,6,32=6,8000,25,8000
167,7,32=8,10000,30,10000
167,8,32=10,12000,35,12000
167,9,32=12,14000,40,14000
167,10,32=14,16000,45,16000
167,11,33=17,32000,50,32000
167,12,33=20,36000,55,36000
167,13,33=23,40000,60,40000
167,14,33=26,44000,65,44000
167,15,33=30,48000,70,48000
167,16,34=34,96000,75,96000
167,17,34=38,104000,80,104000
167,18,34=42,112000,85,112000
167,19,34=46,120000,90,120000
167,20,34=50,128000,95,128000
168,1,31=1,0,0,0
168,2,31=2,500,6,500
168,3,31=3,1000,10,1000
168,4,31=4,2000,15,2000
168,5,31=5,4000,20,4000
168,6,32=6,8000,25,8000
168,7,32=8,10000,30,10000
168,8,32=10,12000,35,12000
168,9,32=12,14000,40,14000
168,10,32=14,16000,45,16000
168,11,33=17,32000,50,32000
168,12,33=20,36000,55,36000
168,13,33=23,40000,60,40000
168,14,33=26,44000,65,44000
168,15,33=30,48000,70,48000
168,16,34=34,96000,75,96000
168,17,34=38,104000,80,104000
168,18,34=42,112000,85,112000
168,19,34=46,120000,90,120000
168,20,34=50,128000,95,128000
169,1,31=1,0,0,0
169,2,31=2,500,6,500
169,3,31=3,1000,10,1000
169,4,31=4,2000,15,2000
169,5,31=5,4000,20,4000
169,6,32=6,8000,25,8000
169,7,32=8,10000,30,10000
169,8,32=10,12000,35,12000
169,9,32=12,14000,40,14000
169,10,32=14,16000,45,16000
169,11,33=17,32000,50,32000
169,12,33=20,36000,55,36000
169,13,33=23,40000,60,40000
169,14,33=26,44000,65,44000
169,15,33=30,48000,70,48000
169,16,34=34,96000,75,96000
169,17,34=38,104000,80,104000
169,18,34=42,112000,85,112000
169,19,34=46,120000,90,120000
169,20,34=50,128000,95,128000
170,1,31=1,0,0,0
170,2,31=2,500,6,500
170,3,31=3,1000,10,1000
170,4,31=4,2000,15,2000
170,5,31=5,4000,20,4000
170,6,32=6,8000,25,8000
170,7,32=8,10000,30,10000
170,8,32=10,12000,35,12000
170,9,32=12,14000,40,14000
170,10,32=14,16000,45,16000
170,11,33=17,32000,50,32000
170,12,33=20,36000,55,36000
170,13,33=23,40000,60,40000
170,14,33=26,44000,65,44000
170,15,33=30,48000,70,48000
170,16,34=34,96000,75,96000
170,17,34=38,104000,80,104000
170,18,34=42,112000,85,112000
170,19,34=46,120000,90,120000
170,20,34=50,128000,95,128000
171,1,31=1,0,0,0
171,2,31=2,500,6,500
171,3,31=3,1000,10,1000
171,4,31=4,2000,15,2000
171,5,31=5,4000,20,4000
171,6,32=6,8000,25,8000
171,7,32=8,10000,30,10000
171,8,32=10,12000,35,12000
171,9,32=12,14000,40,14000
171,10,32=14,16000,45,16000
171,11,33=17,32000,50,32000
171,12,33=20,36000,55,36000
171,13,33=23,40000,60,40000
171,14,33=26,44000,65,44000
171,15,33=30,48000,70,48000
171,16,34=34,96000,75,96000
171,17,34=38,104000,80,104000
171,18,34=42,112000,85,112000
171,19,34=46,120000,90,120000
171,20,34=50,128000,95,128000
172,1,31=1,0,0,0
172,2,31=2,500,6,500
172,3,31=3,1000,10,1000
172,4,31=4,2000,15,2000
172,5,31=5,4000,20,4000
172,6,32=6,8000,25,8000
172,7,32=8,10000,30,10000
172,8,32=10,12000,35,12000
172,9,32=12,14000,40,14000
172,10,32=14,16000,45,16000
172,11,33=17,32000,50,32000
172,12,33=20,36000,55,36000
172,13,33=23,40000,60,40000
172,14,33=26,44000,65,44000
172,15,33=30,48000,70,48000
172,16,34=34,96000,75,96000
172,17,34=38,104000,80,104000
172,18,34=42,112000,85,112000
172,19,34=46,120000,90,120000
172,20,34=50,128000,95,128000
173,1,31=1,0,0,0
173,2,31=2,500,6,500
173,3,31=3,1000,10,1000
173,4,31=4,2000,15,2000
173,5,31=5,4000,20,4000
173,6,32=6,8000,25,8000
173,7,32=8,10000,30,10000
173,8,32=10,12000,35,12000
173,9,32=12,14000,40,14000
173,10,32=14,16000,45,16000
173,11,33=17,32000,50,32000
173,12,33=20,36000,55,36000
173,13,33=23,40000,60,40000
173,14,33=26,44000,65,44000
173,15,33=30,48000,70,48000
173,16,34=34,96000,75,96000
173,17,34=38,104000,80,104000
173,18,34=42,112000,85,112000
173,19,34=46,120000,90,120000
173,20,34=50,128000,95,128000
174,1,31=1,0,0,0
174,2,31=2,500,6,500
174,3,31=3,1000,10,1000
174,4,31=4,2000,15,2000
174,5,31=5,4000,20,4000
174,6,32=6,8000,25,8000
174,7,32=8,10000,30,10000
174,8,32=10,12000,35,12000
174,9,32=12,14000,40,14000
174,10,32=14,16000,45,16000
174,11,33=17,32000,50,32000
174,12,33=20,36000,55,36000
174,13,33=23,40000,60,40000
174,14,33=26,44000,65,44000
174,15,33=30,48000,70,48000
174,16,34=34,96000,75,96000
174,17,34=38,104000,80,104000
174,18,34=42,112000,85,112000
174,19,34=46,120000,90,120000
174,20,34=50,128000,95,128000
175,1,31=1,0,0,0
175,2,31=2,500,6,500
175,3,31=3,1000,10,1000
175,4,31=4,2000,15,2000
175,5,31=5,4000,20,4000
175,6,32=6,8000,25,8000
175,7,32=8,10000,30,10000
175,8,32=10,12000,35,12000
175,9,32=12,14000,40,14000
175,10,32=14,16000,45,16000
175,11,33=17,32000,50,32000
175,12,33=20,36000,55,36000
175,13,33=23,40000,60,40000
175,14,33=26,44000,65,44000
175,15,33=30,48000,70,48000
175,16,34=34,96000,75,96000
175,17,34=38,104000,80,104000
175,18,34=42,112000,85,112000
175,19,34=46,120000,90,120000
175,20,34=50,128000,95,128000
176,1,31=1,0,0,0
176,2,31=2,500,6,500
176,3,31=3,1000,10,1000
176,4,31=4,2000,15,2000
176,5,31=5,4000,20,4000
176,6,32=6,8000,25,8000
176,7,32=8,10000,30,10000
176,8,32=10,12000,35,12000
176,9,32=12,14000,40,14000
176,10,32=14,16000,45,16000
176,11,33=17,32000,50,32000
176,12,33=20,36000,55,36000
176,13,33=23,40000,60,40000
176,14,33=26,44000,65,44000
176,15,33=30,48000,70,48000
176,16,34=34,96000,75,96000
176,17,34=38,104000,80,104000
176,18,34=42,112000,85,112000
176,19,34=46,120000,90,120000
176,20,34=50,128000,95,128000
177,1,31=1,0,0,0
177,2,31=2,500,6,500
177,3,31=3,1000,10,1000
177,4,31=4,2000,15,2000
177,5,31=5,4000,20,4000
177,6,32=6,8000,25,8000
177,7,32=8,10000,30,10000
177,8,32=10,12000,35,12000
177,9,32=12,14000,40,14000
177,10,32=14,16000,45,16000
177,11,33=17,32000,50,32000
177,12,33=20,36000,55,36000
177,13,33=23,40000,60,40000
177,14,33=26,44000,65,44000
177,15,33=30,48000,70,48000
177,16,34=34,96000,75,96000
177,17,34=38,104000,80,104000
177,18,34=42,112000,85,112000
177,19,34=46,120000,90,120000
177,20,34=50,128000,95,128000
178,1,31=1,0,0,0
178,2,31=2,500,6,500
178,3,31=3,1000,10,1000
178,4,31=4,2000,15,2000
178,5,31=5,4000,20,4000
178,6,32=6,8000,25,8000
178,7,32=8,10000,30,10000
178,8,32=10,12000,35,12000
178,9,32=12,14000,40,14000
178,10,32=14,16000,45,16000
178,11,33=17,32000,50,32000
178,12,33=20,36000,55,36000
178,13,33=23,40000,60,40000
178,14,33=26,44000,65,44000
178,15,33=30,48000,70,48000
178,16,34=34,96000,75,96000
178,17,34=38,104000,80,104000
178,18,34=42,112000,85,112000
178,19,34=46,120000,90,120000
178,20,34=50,128000,95,128000
179,1,31=1,0,0,0
179,2,31=2,500,6,500
179,3,31=3,1000,10,1000
179,4,31=4,2000,15,2000
179,5,31=5,4000,20,4000
179,6,32=6,8000,25,8000
179,7,32=8,10000,30,10000
179,8,32=10,12000,35,12000
179,9,32=12,14000,40,14000
179,10,32=14,16000,45,16000
179,11,33=17,32000,50,32000
179,12,33=20,36000,55,36000
179,13,33=23,40000,60,40000
179,14,33=26,44000,65,44000
179,15,33=30,48000,70,48000
179,16,34=34,96000,75,96000
179,17,34=38,104000,80,104000
179,18,34=42,112000,85,112000
179,19,34=46,120000,90,120000
179,20,34=50,128000,95,128000
180,1,31=1,0,0,0
180,2,31=2,500,6,500
180,3,31=3,1000,10,1000
180,4,31=4,2000,15,2000
180,5,31=5,4000,20,4000
180,6,32=6,8000,25,8000
180,7,32=8,10000,30,10000
180,8,32=10,12000,35,12000
180,9,32=12,14000,40,14000
180,10,32=14,16000,45,16000
180,11,33=17,32000,50,32000
180,12,33=20,36000,55,36000
180,13,33=23,40000,60,40000
180,14,33=26,44000,65,44000
180,15,33=30,48000,70,48000
180,16,34=34,96000,75,96000
180,17,34=38,104000,80,104000
180,18,34=42,112000,85,112000
180,19,34=46,120000,90,120000
180,20,34=50,128000,95,128000
181,1,31=1,0,0,0
181,2,31=2,500,6,500
181,3,31=3,1000,10,1000
181,4,31=4,2000,15,2000
181,5,31=5,4000,20,4000
181,6,32=6,8000,25,8000
181,7,32=8,10000,30,10000
181,8,32=10,12000,35,12000
181,9,32=12,14000,40,14000
181,10,32=14,16000,45,16000
181,11,33=17,32000,50,32000
181,12,33=20,36000,55,36000
181,13,33=23,40000,60,40000
181,14,33=26,44000,65,44000
181,15,33=30,48000,70,48000
181,16,34=34,96000,75,96000
181,17,34=38,104000,80,104000
181,18,34=42,112000,85,112000
181,19,34=46,120000,90,120000
181,20,34=50,128000,95,128000
182,1,31=1,0,0,0
182,2,31=2,500,6,500
182,3,31=3,1000,10,1000
182,4,31=4,2000,15,2000
182,5,31=5,4000,20,4000
182,6,32=6,8000,25,8000
182,7,32=8,10000,30,10000
182,8,32=10,12000,35,12000
182,9,32=12,14000,40,14000
182,10,32=14,16000,45,16000
182,11,33=17,32000,50,32000
182,12,33=20,36000,55,36000
182,13,33=23,40000,60,40000
182,14,33=26,44000,65,44000
182,15,33=30,48000,70,48000
182,16,34=34,96000,75,96000
182,17,34=38,104000,80,104000
182,18,34=42,112000,85,112000
182,19,34=46,120000,90,120000
182,20,34=50,128000,95,128000
183,1,31=1,0,0,0
183,2,31=2,500,6,500
183,3,31=3,1000,10,1000
183,4,31=4,2000,15,2000
183,5,31=5,4000,20,4000
183,6,32=6,8000,25,8000
183,7,32=8,10000,30,10000
183,8,32=10,12000,35,12000
183,9,32=12,14000,40,14000
183,10,32=14,16000,45,16000
183,11,33=17,32000,50,32000
183,12,33=20,36000,55,36000
183,13,33=23,40000,60,40000
183,14,33=26,44000,65,44000
183,15,33=30,48000,70,48000
183,16,34=34,96000,75,96000
183,17,34=38,104000,80,104000
183,18,34=42,112000,85,112000
183,19,34=46,120000,90,120000
183,20,34=50,128000,95,128000
184,1,31=1,0,0,0
184,2,31=2,500,6,500
184,3,31=3,1000,10,1000
184,4,31=4,2000,15,2000
184,5,31=5,4000,20,4000
184,6,32=6,8000,25,8000
184,7,32=8,10000,30,10000
184,8,32=10,12000,35,12000
184,9,32=12,14000,40,14000
184,10,32=14,16000,45,16000
184,11,33=17,32000,50,32000
184,12,33=20,36000,55,36000
184,13,33=23,40000,60,40000
184,14,33=26,44000,65,44000
184,15,33=30,48000,70,48000
184,16,34=34,96000,75,96000
184,17,34=38,104000,80,104000
184,18,34=42,112000,85,112000
184,19,34=46,120000,90,120000
184,20,34=50,128000,95,128000
185,1,31=1,0,0,0
185,2,31=2,500,6,500
185,3,31=3,1000,10,1000
185,4,31=4,2000,15,2000
185,5,31=5,4000,20,4000
185,6,32=6,8000,25,8000
185,7,32=8,10000,30,10000
185,8,32=10,12000,35,12000
185,9,32=12,14000,40,14000
185,10,32=14,16000,45,16000
185,11,33=17,32000,50,32000
185,12,33=20,36000,55,36000
185,13,33=23,40000,60,40000
185,14,33=26,44000,65,44000
185,15,33=30,48000,70,48000
185,16,34=34,96000,75,96000
185,17,34=38,104000,80,104000
185,18,34=42,112000,85,112000
185,19,34=46,120000,90,120000
185,20,34=50,128000,95,128000
186,1,31=1,0,0,0
186,2,31=2,500,6,500
186,3,31=3,1000,10,1000
186,4,31=4,2000,15,2000
186,5,31=5,4000,20,4000
186,6,32=6,8000,25,8000
186,7,32=8,10000,30,10000
186,8,32=10,12000,35,12000
186,9,32=12,14000,40,14000
186,10,32=14,16000,45,16000
186,11,33=17,32000,50,32000
186,12,33=20,36000,55,36000
186,13,33=23,40000,60,40000
186,14,33=26,44000,65,44000
186,15,33=30,48000,70,48000
186,16,34=34,96000,75,96000
186,17,34=38,104000,80,104000
186,18,34=42,112000,85,112000
186,19,34=46,120000,90,120000
186,20,34=50,128000,95,128000
187,1,31=1,0,0,0
187,2,31=2,500,6,500
187,3,31=3,1000,10,1000
187,4,31=4,2000,15,2000
187,5,31=5,4000,20,4000
187,6,32=6,8000,25,8000
187,7,32=8,10000,30,10000
187,8,32=10,12000,35,12000
187,9,32=12,14000,40,14000
187,10,32=14,16000,45,16000
187,11,33=17,32000,50,32000
187,12,33=20,36000,55,36000
187,13,33=23,40000,60,40000
187,14,33=26,44000,65,44000
