技能id,等级,需要材料,需要银币,需求等级
1378,18,34=42,112000,85
1378,19,34=46,120000,90
1378,20,34=50,128000,95
1379,1,31=1,0,0
1379,2,31=2,500,6
1379,3,31=3,1000,10
1379,4,31=4,2000,15
1379,5,31=5,4000,20
1379,6,32=6,8000,25
1379,7,32=8,10000,30
1379,8,32=10,12000,35
1379,9,32=12,14000,40
1379,10,32=14,16000,45
1379,11,33=17,32000,50
1379,12,33=20,36000,55
1379,13,33=23,40000,60
1379,14,33=26,44000,65
1379,15,33=30,48000,70
1379,16,34=34,96000,75
1379,17,34=38,104000,80
1379,18,34=42,112000,85
1379,19,34=46,120000,90
1379,20,34=50,128000,95
1380,1,31=1,0,0
1380,2,31=2,500,6
1380,3,31=3,1000,10
1380,4,31=4,2000,15
1380,5,31=5,4000,20
1380,6,32=6,8000,25
1380,7,32=8,10000,30
1380,8,32=10,12000,35
1380,9,32=12,14000,40
1380,10,32=14,16000,45
1380,11,33=17,32000,50
1380,12,33=20,36000,55
1380,13,33=23,40000,60
1380,14,33=26,44000,65
1380,15,33=30,48000,70
1380,16,34=34,96000,75
1380,17,34=38,104000,80
1380,18,34=42,112000,85
1380,19,34=46,120000,90
1380,20,34=50,128000,95
1381,1,31=1,0,0
1381,2,31=2,500,6
1381,3,31=3,1000,10
1381,4,31=4,2000,15
1381,5,31=5,4000,20
1381,6,32=6,8000,25
1381,7,32=8,10000,30
1381,8,32=10,12000,35
1381,9,32=12,14000,40
1381,10,32=14,16000,45
1381,11,33=17,32000,50
1381,12,33=20,36000,55
1381,13,33=23,40000,60
1381,14,33=26,44000,65
1381,15,33=30,48000,70
1381,16,34=34,96000,75
1381,17,34=38,104000,80
1381,18,34=42,112000,85
1381,19,34=46,120000,90
1381,20,34=50,128000,95
1382,1,31=1,0,0
1382,2,31=2,500,6
1382,3,31=3,1000,10
1382,4,31=4,2000,15
1382,5,31=5,4000,20
1382,6,32=6,8000,25
1382,7,32=8,10000,30
1382,8,32=10,12000,35
1382,9,32=12,14000,40
1382,10,32=14,16000,45
1382,11,33=17,32000,50
1382,12,33=20,36000,55
1382,13,33=23,40000,60
1382,14,33=26,44000,65
1382,15,33=30,48000,70
1382,16,34=34,96000,75
1382,17,34=38,104000,80
1382,18,34=42,112000,85
1382,19,34=46,120000,90
1382,20,34=50,128000,95
1383,1,31=1,0,0
1383,2,31=2,500,6
1383,3,31=3,1000,10
1383,4,31=4,2000,15
1383,5,31=5,4000,20
1383,6,32=6,8000,25
1383,7,32=8,10000,30
1383,8,32=10,12000,35
1383,9,32=12,14000,40
1383,10,32=14,16000,45
1383,11,33=17,32000,50
1383,12,33=20,36000,55
1383,13,33=23,40000,60
1383,14,33=26,44000,65
1383,15,33=30,48000,70
1383,16,34=34,96000,75
1383,17,34=38,104000,80
1383,18,34=42,112000,85
1383,19,34=46,120000,90
1383,20,34=50,128000,95
1384,1,31=1,0,0
1384,2,31=2,500,6
1384,3,31=3,1000,10
1384,4,31=4,2000,15
1384,5,31=5,4000,20
1384,6,32=6,8000,25
1384,7,32=8,10000,30
1384,8,32=10,12000,35
1384,9,32=12,14000,40
1384,10,32=14,16000,45
1384,11,33=17,32000,50
1384,12,33=20,36000,55
1384,13,33=23,40000,60
1384,14,33=26,44000,65
1384,15,33=30,48000,70
1384,16,34=34,96000,75
1384,17,34=38,104000,80
1384,18,34=42,112000,85
1384,19,34=46,120000,90
1384,20,34=50,128000,95
1385,1,31=1,0,0
1385,2,31=2,500,6
1385,3,31=3,1000,10
1385,4,31=4,2000,15
1385,5,31=5,4000,20
1385,6,32=6,8000,25
1385,7,32=8,10000,30
1385,8,32=10,12000,35
1385,9,32=12,14000,40
1385,10,32=14,16000,45
1385,11,33=17,32000,50
1385,12,33=20,36000,55
1385,13,33=23,40000,60
1385,14,33=26,44000,65
1385,15,33=30,48000,70
1385,16,34=34,96000,75
1385,17,34=38,104000,80
1385,18,34=42,112000,85
1385,19,34=46,120000,90
1385,20,34=50,128000,95
1386,1,31=1,0,0
1386,2,31=2,500,6
1386,3,31=3,1000,10
1386,4,31=4,2000,15
1386,5,31=5,4000,20
1386,6,32=6,8000,25
1386,7,32=8,10000,30
1386,8,32=10,12000,35
1386,9,32=12,14000,40
1386,10,32=14,16000,45
1386,11,33=17,32000,50
1386,12,33=20,36000,55
1386,13,33=23,40000,60
1386,14,33=26,44000,65
1386,15,33=30,48000,70
1386,16,34=34,96000,75
1386,17,34=38,104000,80
1386,18,34=42,112000,85
1386,19,34=46,120000,90
1386,20,34=50,128000,95
1387,1,31=1,0,0
1387,2,31=2,500,6
1387,3,31=3,1000,10
1387,4,31=4,2000,15
1387,5,31=5,4000,20
1387,6,32=6,8000,25
1387,7,32=8,10000,30
1387,8,32=10,12000,35
1387,9,32=12,14000,40
1387,10,32=14,16000,45
1387,11,33=17,32000,50
1387,12,33=20,36000,55
1387,13,33=23,40000,60
1387,14,33=26,44000,65
1387,15,33=30,48000,70
1387,16,34=34,96000,75
1387,17,34=38,104000,80
1387,18,34=42,112000,85
1387,19,34=46,120000,90
1387,20,34=50,128000,95
1388,1,31=1,0,0
1388,2,31=2,500,6
1388,3,31=3,1000,10
1388,4,31=4,2000,15
1388,5,31=5,4000,20
1388,6,32=6,8000,25
1388,7,32=8,10000,30
1388,8,32=10,12000,35
1388,9,32=12,14000,40
1388,10,32=14,16000,45
1388,11,33=17,32000,50
1388,12,33=20,36000,55
1388,13,33=23,40000,60
1388,14,33=26,44000,65
1388,15,33=30,48000,70
1388,16,34=34,96000,75
1388,17,34=38,104000,80
1388,18,34=42,112000,85
1388,19,34=46,120000,90
1388,20,34=50,128000,95
1389,1,31=1,0,0
1389,2,31=2,500,6
1389,3,31=3,1000,10
1389,4,31=4,2000,15
1389,5,31=5,4000,20
1389,6,32=6,8000,25
1389,7,32=8,10000,30
1389,8,32=10,12000,35
1389,9,32=12,14000,40
1389,10,32=14,16000,45
1389,11,33=17,32000,50
1389,12,33=20,36000,55
1389,13,33=23,40000,60
1389,14,33=26,44000,65
1389,15,33=30,48000,70
1389,16,34=34,96000,75
1389,17,34=38,104000,80
1389,18,34=42,112000,85
1389,19,34=46,120000,90
1389,20,34=50,128000,95
1390,1,31=1,0,0
1390,2,31=2,500,6
1390,3,31=3,1000,10
1390,4,31=4,2000,15
1390,5,31=5,4000,20
1390,6,32=6,8000,25
1390,7,32=8,10000,30
1390,8,32=10,12000,35
1390,9,32=12,14000,40
1390,10,32=14,16000,45
1390,11,33=17,32000,50
1390,12,33=20,36000,55
1390,13,33=23,40000,60
1390,14,33=26,44000,65
1390,15,33=30,48000,70
1390,16,34=34,96000,75
1390,17,34=38,104000,80
1390,18,34=42,112000,85
1390,19,34=46,120000,90
1390,20,34=50,128000,95
1391,1,31=1,0,0
1391,2,31=2,500,6
1391,3,31=3,1000,10
1391,4,31=4,2000,15
1391,5,31=5,4000,20
1391,6,32=6,8000,25
1391,7,32=8,10000,30
1391,8,32=10,12000,35
1391,9,32=12,14000,40
1391,10,32=14,16000,45
1391,11,33=17,32000,50
1391,12,33=20,36000,55
1391,13,33=23,40000,60
1391,14,33=26,44000,65
1391,15,33=30,48000,70
1391,16,34=34,96000,75
1391,17,34=38,104000,80
1391,18,34=42,112000,85
1391,19,34=46,120000,90
1391,20,34=50,128000,95
1392,1,31=1,0,0
1392,2,31=2,500,6
1392,3,31=3,1000,10
1392,4,31=4,2000,15
1392,5,31=5,4000,20
1392,6,32=6,8000,25
1392,7,32=8,10000,30
1392,8,32=10,12000,35
1392,9,32=12,14000,40
1392,10,32=14,16000,45
1392,11,33=17,32000,50
1392,12,33=20,36000,55
1392,13,33=23,40000,60
1392,14,33=26,44000,65
1392,15,33=30,48000,70
1392,16,34=34,96000,75
1392,17,34=38,104000,80
1392,18,34=42,112000,85
1392,19,34=46,120000,90
1392,20,34=50,128000,95
1393,1,31=1,0,0
1393,2,31=2,500,6
1393,3,31=3,1000,10
1393,4,31=4,2000,15
1393,5,31=5,4000,20
1393,6,32=6,8000,25
1393,7,32=8,10000,30
1393,8,32=10,12000,35
1393,9,32=12,14000,40
1393,10,32=14,16000,45
1393,11,33=17,32000,50
1393,12,33=20,36000,55
1393,13,33=23,40000,60
1393,14,33=26,44000,65
1393,15,33=30,48000,70
1393,16,34=34,96000,75
1393,17,34=38,104000,80
1393,18,34=42,112000,85
1393,19,34=46,120000,90
1393,20,34=50,128000,95
1394,1,31=1,0,0
1394,2,31=2,500,6
1394,3,31=3,1000,10
1394,4,31=4,2000,15
1394,5,31=5,4000,20
1394,6,32=6,8000,25
1394,7,32=8,10000,30
1394,8,32=10,12000,35
1394,9,32=12,14000,40
1394,10,32=14,16000,45
1394,11,33=17,32000,50
1394,12,33=20,36000,55
1394,13,33=23,40000,60
1394,14,33=26,44000,65
1394,15,33=30,48000,70
1394,16,34=34,96000,75
1394,17,34=38,104000,80
1394,18,34=42,112000,85
1394,19,34=46,120000,90
1394,20,34=50,128000,95
1395,1,31=1,0,0
1395,2,31=2,500,6
1395,3,31=3,1000,10
1395,4,31=4,2000,15
1395,5,31=5,4000,20
1395,6,32=6,8000,25
1395,7,32=8,10000,30
1395,8,32=10,12000,35
1395,9,32=12,14000,40
1395,10,32=14,16000,45
1395,11,33=17,32000,50
1395,12,33=20,36000,55
1395,13,33=23,40000,60
1395,14,33=26,44000,65
1395,15,33=30,48000,70
1395,16,34=34,96000,75
1395,17,34=38,104000,80
1395,18,34=42,112000,85
1395,19,34=46,120000,90
1395,20,34=50,128000,95
1396,1,31=1,0,0
1396,2,31=2,500,6
1396,3,31=3,1000,10
1396,4,31=4,2000,15
1396,5,31=5,4000,20
1396,6,32=6,8000,25
1396,7,32=8,10000,30
1396,8,32=10,12000,35
1396,9,32=12,14000,40
1396,10,32=14,16000,45
1396,11,33=17,32000,50
1396,12,33=20,36000,55
1396,13,33=23,40000,60
1396,14,33=26,44000,65
1396,15,33=30,48000,70
1396,16,34=34,96000,75
1396,17,34=38,104000,80
1396,18,34=42,112000,85
1396,19,34=46,120000,90
1396,20,34=50,128000,95
1397,1,31=1,0,0
1397,2,31=2,500,6
1397,3,31=3,1000,10
1397,4,31=4,2000,15
1397,5,31=5,4000,20
1397,6,32=6,8000,25
1397,7,32=8,10000,30
1397,8,32=10,12000,35
1397,9,32=12,14000,40
1397,10,32=14,16000,45
1397,11,33=17,32000,50
1397,12,33=20,36000,55
1397,13,33=23,40000,60
1397,14,33=26,44000,65
1397,15,33=30,48000,70
1397,16,34=34,96000,75
1397,17,34=38,104000,80
1397,18,34=42,112000,85
1397,19,34=46,120000,90
1397,20,34=50,128000,95
1398,1,31=1,0,0
1398,2,31=2,500,6
1398,3,31=3,1000,10
1398,4,31=4,2000,15
1398,5,31=5,4000,20
1398,6,32=6,8000,25
1398,7,32=8,10000,30
1398,8,32=10,12000,35
1398,9,32=12,14000,40
1398,10,32=14,16000,45
1398,11,33=17,32000,50
1398,12,33=20,36000,55
1398,13,33=23,40000,60
1398,14,33=26,44000,65
1398,15,33=30,48000,70
1398,16,34=34,96000,75
1398,17,34=38,104000,80
1398,18,34=42,112000,85
1398,19,34=46,120000,90
1398,20,34=50,128000,95
1399,1,31=1,0,0
1399,2,31=2,500,6
1399,3,31=3,1000,10
1399,4,31=4,2000,15
1399,5,31=5,4000,20
1399,6,32=6,8000,25
1399,7,32=8,10000,30
1399,8,32=10,12000,35
1399,9,32=12,14000,40
1399,10,32=14,16000,45
1399,11,33=17,32000,50
1399,12,33=20,36000,55
1399,13,33=23,40000,60
1399,14,33=26,44000,65
1399,15,33=30,48000,70
1399,16,34=34,96000,75
1399,17,34=38,104000,80
1399,18,34=42,112000,85
1399,19,34=46,120000,90
1399,20,34=50,128000,95
1400,1,31=1,0,0
1400,2,31=2,500,6
1400,3,31=3,1000,10
1400,4,31=4,2000,15
1400,5,31=5,4000,20
1400,6,32=6,8000,25
1400,7,32=8,10000,30
1400,8,32=10,12000,35
1400,9,32=12,14000,40
1400,10,32=14,16000,45
1400,11,33=17,32000,50
1400,12,33=20,36000,55
1400,13,33=23,40000,60
1400,14,33=26,44000,65
1400,15,33=30,48000,70
1400,16,34=34,96000,75
1400,17,34=38,104000,80
1400,18,34=42,112000,85
1400,19,34=46,120000,90
1400,20,34=50,128000,95
1401,1,31=1,0,0
1401,2,31=2,500,6
1401,3,31=3,1000,10
1401,4,31=4,2000,15
1401,5,31=5,4000,20
1401,6,32=6,8000,25
1401,7,32=8,10000,30
1401,8,32=10,12000,35
1401,9,32=12,14000,40
1401,10,32=14,16000,45
1401,11,33=17,32000,50
1401,12,33=20,36000,55
1401,13,33=23,40000,60
1401,14,33=26,44000,65
1401,15,33=30,48000,70
1401,16,34=34,96000,75
1401,17,34=38,104000,80
1401,18,34=42,112000,85
1401,19,34=46,120000,90
1401,20,34=50,128000,95
1402,1,31=1,0,0
1402,2,31=2,500,6
1402,3,31=3,1000,10
1402,4,31=4,2000,15
1402,5,31=5,4000,20
1402,6,32=6,8000,25
1402,7,32=8,10000,30
1402,8,32=10,12000,35
1402,9,32=12,14000,40
1402,10,32=14,16000,45
1402,11,33=17,32000,50
1402,12,33=20,36000,55
1402,13,33=23,40000,60
1402,14,33=26,44000,65
1402,15,33=30,48000,70
1402,16,34=34,96000,75
1402,17,34=38,104000,80
1402,18,34=42,112000,85
1402,19,34=46,120000,90
1402,20,34=50,128000,95
1403,1,31=1,0,0
1403,2,31=2,500,6
1403,3,31=3,1000,10
1403,4,31=4,2000,15
1403,5,31=5,4000,20
1403,6,32=6,8000,25
1403,7,32=8,10000,30
1403,8,32=10,12000,35
1403,9,32=12,14000,40
1403,10,32=14,16000,45
1403,11,33=17,32000,50
1403,12,33=20,36000,55
1403,13,33=23,40000,60
1403,14,33=26,44000,65
1403,15,33=30,48000,70
1403,16,34=34,96000,75
1403,17,34=38,104000,80
1403,18,34=42,112000,85
1403,19,34=46,120000,90
1403,20,34=50,128000,95
1404,1,31=1,0,0
1404,2,31=2,500,6
1404,3,31=3,1000,10
1404,4,31=4,2000,15
1404,5,31=5,4000,20
1404,6,32=6,8000,25
1404,7,32=8,10000,30
1404,8,32=10,12000,35
1404,9,32=12,14000,40
1404,10,32=14,16000,45
1404,11,33=17,32000,50
1404,12,33=20,36000,55
1404,13,33=23,40000,60
1404,14,33=26,44000,65
1404,15,33=30,48000,70
1404,16,34=34,96000,75
1404,17,34=38,104000,80
1404,18,34=42,112000,85
1404,19,34=46,120000,90
1404,20,34=50,128000,95
1405,1,31=1,0,0
1405,2,31=2,500,6
1405,3,31=3,1000,10
1405,4,31=4,2000,15
1405,5,31=5,4000,20
1405,6,32=6,8000,25
1405,7,32=8,10000,30
1405,8,32=10,12000,35
1405,9,32=12,14000,40
1405,10,32=14,16000,45
1405,11,33=17,32000,50
1405,12,33=20,36000,55
1405,13,33=23,40000,60
1405,14,33=26,44000,65
1405,15,33=30,48000,70
1405,16,34=34,96000,75
1405,17,34=38,104000,80
1405,18,34=42,112000,85
1405,19,34=46,120000,90
1405,20,34=50,128000,95
1406,1,31=1,0,0
1406,2,31=2,500,6
1406,3,31=3,1000,10
1406,4,31=4,2000,15
1406,5,31=5,4000,20
1406,6,32=6,8000,25
1406,7,32=8,10000,30
1406,8,32=10,12000,35
1406,9,32=12,14000,40
1406,10,32=14,16000,45
1406,11,33=17,32000,50
1406,12,33=20,36000,55
1406,13,33=23,40000,60
1406,14,33=26,44000,65
1406,15,33=30,48000,70
1406,16,34=34,96000,75
1406,17,34=38,104000,80
1406,18,34=42,112000,85
1406,19,34=46,120000,90
1406,20,34=50,128000,95
1407,1,31=1,0,0
1407,2,31=2,500,6
1407,3,31=3,1000,10
1407,4,31=4,2000,15
1407,5,31=5,4000,20
1407,6,32=6,8000,25
1407,7,32=8,10000,30
1407,8,32=10,12000,35
1407,9,32=12,14000,40
1407,10,32=14,16000,45
1407,11,33=17,32000,50
1407,12,33=20,36000,55
1407,13,33=23,40000,60
1407,14,33=26,44000,65
1407,15,33=30,48000,70
1407,16,34=34,96000,75
1407,17,34=38,104000,80
1407,18,34=42,112000,85
1407,19,34=46,120000,90
1407,20,34=50,128000,95
1408,1,31=1,0,0
1408,2,31=2,500,6
1408,3,31=3,1000,10
1408,4,31=4,2000,15
1408,5,31=5,4000,20
1408,6,32=6,8000,25
1408,7,32=8,10000,30
1408,8,32=10,12000,35
1408,9,32=12,14000,40
1408,10,32=14,16000,45
1408,11,33=17,32000,50
1408,12,33=20,36000,55
1408,13,33=23,40000,60
1408,14,33=26,44000,65
1408,15,33=30,48000,70
1408,16,34=34,96000,75
1408,17,34=38,104000,80
1408,18,34=42,112000,85
1408,19,34=46,120000,90
1408,20,34=50,128000,95
1409,1,31=1,0,0
1409,2,31=2,500,6
1409,3,31=3,1000,10
1409,4,31=4,2000,15
1409,5,31=5,4000,20
1409,6,32=6,8000,25
1409,7,32=8,10000,30
1409,8,32=10,12000,35
1409,9,32=12,14000,40
1409,10,32=14,16000,45
1409,11,33=17,32000,50
1409,12,33=20,36000,55
1409,13,33=23,40000,60
1409,14,33=26,44000,65
1409,15,33=30,48000,70
1409,16,34=34,96000,75
1409,17,34=38,104000,80
1409,18,34=42,112000,85
1409,19,34=46,120000,90
1409,20,34=50,128000,95
1410,1,31=1,0,0
1410,2,31=2,500,6
1410,3,31=3,1000,10
1410,4,31=4,2000,15
1410,5,31=5,4000,20
1410,6,32=6,8000,25
1410,7,32=8,10000,30
1410,8,32=10,12000,35
1410,9,32=12,14000,40
1410,10,32=14,16000,45
1410,11,33=17,32000,50
1410,12,33=20,36000,55
1410,13,33=23,40000,60
1410,14,33=26,44000,65
1410,15,33=30,48000,70
1410,16,34=34,96000,75
1410,17,34=38,104000,80
1410,18,34=42,112000,85
1410,19,34=46,120000,90
1410,20,34=50,128000,95
1411,1,31=1,0,0
1411,2,31=2,500,6
1411,3,31=3,1000,10
1411,4,31=4,2000,15
1411,5,31=5,4000,20
1411,6,32=6,8000,25
1411,7,32=8,10000,30
1411,8,32=10,12000,35
1411,9,32=12,14000,40
1411,10,32=14,16000,45
1411,11,33=17,32000,50
1411,12,33=20,36000,55
1411,13,33=23,40000,60
1411,14,33=26,44000,65
1411,15,33=30,48000,70
1411,16,34=34,96000,75
1411,17,34=38,104000,80
1411,18,34=42,112000,85
1411,19,34=46,120000,90
1411,20,34=50,128000,95
1412,1,31=1,0,0
1412,2,31=2,500,6
1412,3,31=3,1000,10
1412,4,31=4,2000,15
1412,5,31=5,4000,20
1412,6,32=6,8000,25
1412,7,32=8,10000,30
1412,8,32=10,12000,35
1412,9,32=12,14000,40
1412,10,32=14,16000,45
1412,11,33=17,32000,50
1412,12,33=20,36000,55
1412,13,33=23,40000,60
1412,14,33=26,44000,65
1412,15,33=30,48000,70
1412,16,34=34,96000,75
1412,17,34=38,104000,80
1412,18,34=42,112000,85
1412,19,34=46,120000,90
1412,20,34=50,128000,95
1413,1,31=1,0,0
1413,2,31=2,500,6
1413,3,31=3,1000,10
1413,4,31=4,2000,15
1413,5,31=5,4000,20
1413,6,32=6,8000,25
1413,7,32=8,10000,30
1413,8,32=10,12000,35
1413,9,32=12,14000,40
1413,10,32=14,16000,45
1413,11,33=17,32000,50
1413,12,33=20,36000,55
1413,13,33=23,40000,60
1413,14,33=26,44000,65
1413,15,33=30,48000,70
1413,16,34=34,96000,75
1413,17,34=38,104000,80
1413,18,34=42,112000,85
1413,19,34=46,120000,90
1413,20,34=50,128000,95
1414,1,31=1,0,0
1414,2,31=2,500,6
1414,3,31=3,1000,10
1414,4,31=4,2000,15
1414,5,31=5,4000,20
1414,6,32=6,8000,25
1414,7,32=8,10000,30
1414,8,32=10,12000,35
1414,9,32=12,14000,40
1414,10,32=14,16000,45
1414,11,33=17,32000,50
1414,12,33=20,36000,55
1414,13,33=23,40000,60
1414,14,33=26,44000,65
1414,15,33=30,48000,70
1414,16,34=34,96000,75
1414,17,34=38,104000,80
1414,18,34=42,112000,85
1414,19,34=46,120000,90
1414,20,34=50,128000,95
1415,1,31=1,0,0
1415,2,31=2,500,6
1415,3,31=3,1000,10
1415,4,31=4,2000,15
1415,5,31=5,4000,20
1415,6,32=6,8000,25
1415,7,32=8,10000,30
1415,8,32=10,12000,35
1415,9,32=12,14000,40
1415,10,32=14,16000,45
1415,11,33=17,32000,50
1415,12,33=20,36000,55
1415,13,33=23,40000,60
1415,14,33=26,44000,65
1415,15,33=30,48000,70
1415,16,34=34,96000,75
1415,17,34=38,104000,80
1415,18,34=42,112000,85
1415,19,34=46,120000,90
1415,20,34=50,128000,95
1416,1,31=1,0,0
1416,2,31=2,500,6
1416,3,31=3,1000,10
1416,4,31=4,2000,15
1416,5,31=5,4000,20
1416,6,32=6,8000,25
1416,7,32=8,10000,30
1416,8,32=10,12000,35
1416,9,32=12,14000,40
1416,10,32=14,16000,45
1416,11,33=17,32000,50
1416,12,33=20,36000,55
1416,13,33=23,40000,60
1416,14,33=26,44000,65
1416,15,33=30,48000,70
1416,16,34=34,96000,75
1416,17,34=38,104000,80
1416,18,34=42,112000,85
1416,19,34=46,120000,90
1416,20,34=50,128000,95
1417,1,31=1,0,0
1417,2,31=2,500,6
1417,3,31=3,1000,10
1417,4,31=4,2000,15
1417,5,31=5,4000,20
1417,6,32=6,8000,25
1417,7,32=8,10000,30
1417,8,32=10,12000,35
1417,9,32=12,14000,40
1417,10,32=14,16000,45
1417,11,33=17,32000,50
1417,12,33=20,36000,55
1417,13,33=23,40000,60
1417,14,33=26,44000,65
1417,15,33=30,48000,70
1417,16,34=34,96000,75
1417,17,34=38,104000,80
1417,18,34=42,112000,85
1417,19,34=46,120000,90
1417,20,34=50,128000,95
1418,1,31=1,0,0
1418,2,31=2,500,6
1418,3,31=3,1000,10
1418,4,31=4,2000,15
1418,5,31=5,4000,20
1418,6,32=6,8000,25
1418,7,32=8,10000,30
1418,8,32=10,12000,35
1418,9,32=12,14000,40
1418,10,32=14,16000,45
1418,11,33=17,32000,50
1418,12,33=20,36000,55
1418,13,33=23,40000,60
1418,14,33=26,44000,65
1418,15,33=30,48000,70
1418,16,34=34,96000,75
1418,17,34=38,104000,80
1418,18,34=42,112000,85
1418,19,34=46,120000,90
1418,20,34=50,128000,95
1419,1,31=1,0,0
1419,2,31=2,500,6
1419,3,31=3,1000,10
1419,4,31=4,2000,15
1419,5,31=5,4000,20
1419,6,32=6,8000,25
1419,7,32=8,10000,30
1419,8,32=10,12000,35
1419,9,32=12,14000,40
1419,10,32=14,16000,45
1419,11,33=17,32000,50
1419,12,33=20,36000,55
1419,13,33=23,40000,60
1419,14,33=26,44000,65
1419,15,33=30,48000,70
1419,16,34=34,96000,75
1419,17,34=38,104000,80
1419,18,34=42,112000,85
1419,19,34=46,120000,90
1419,20,34=50,128000,95
1420,1,31=1,0,0
1420,2,31=2,500,6
1420,3,31=3,1000,10
1420,4,31=4,2000,15
1420,5,31=5,4000,20
1420,6,32=6,8000,25
1420,7,32=8,10000,30
1420,8,32=10,12000,35
1420,9,32=12,14000,40
1420,10,32=14,16000,45
1420,11,33=17,32000,50
1420,12,33=20,36000,55
1420,13,33=23,40000,60
1420,14,33=26,44000,65
1420,15,33=30,48000,70
1420,16,34=34,96000,75
1420,17,34=38,104000,80
1420,18,34=42,112000,85
1420,19,34=46,120000,90
1420,20,34=50,128000,95
1421,1,31=1,0,0
1421,2,31=2,500,6
1421,3,31=3,1000,10
1421,4,31=4,2000,15
1421,5,31=5,4000,20
1421,6,32=6,8000,25
1421,7,32=8,10000,30
1421,8,32=10,12000,35
1421,9,32=12,14000,40
1421,10,32=14,16000,45
1421,11,33=17,32000,50
1421,12,33=20,36000,55
1421,13,33=23,40000,60
1421,14,33=26,44000,65
1421,15,33=30,48000,70
1421,16,34=34,96000,75
1421,17,34=38,104000,80
1421,18,34=42,112000,85
1421,19,34=46,120000,90
1421,20,34=50,128000,95
1422,1,31=1,0,0
1422,2,31=2,500,6
1422,3,31=3,1000,10
1422,4,31=4,2000,15
1422,5,31=5,4000,20
1422,6,32=6,8000,25
1422,7,32=8,10000,30
1422,8,32=10,12000,35
1422,9,32=12,14000,40
1422,10,32=14,16000,45
1422,11,33=17,32000,50
1422,12,33=20,36000,55
1422,13,33=23,40000,60
1422,14,33=26,44000,65
1422,15,33=30,48000,70
1422,16,34=34,96000,75
1422,17,34=38,104000,80
1422,18,34=42,112000,85
1422,19,34=46,120000,90
1422,20,34=50,128000,95
1423,1,31=1,0,0
1423,2,31=2,500,6
1423,3,31=3,1000,10
1423,4,31=4,2000,15
1423,5,31=5,4000,20
1423,6,32=6,8000,25
1423,7,32=8,10000,30
1423,8,32=10,12000,35
1423,9,32=12,14000,40
1423,10,32=14,16000,45
1423,11,33=17,32000,50
1423,12,33=20,36000,55
1423,13,33=23,40000,60
1423,14,33=26,44000,65
1423,15,33=30,48000,70
1423,16,34=34,96000,75
1423,17,34=38,104000,80
1423,18,34=42,112000,85
1423,19,34=46,120000,90
1423,20,34=50,128000,95
1424,1,31=1,0,0
1424,2,31=2,500,6
1424,3,31=3,1000,10
1424,4,31=4,2000,15
1424,5,31=5,4000,20
1424,6,32=6,8000,25
1424,7,32=8,10000,30
1424,8,32=10,12000,35
1424,9,32=12,14000,40
1424,10,32=14,16000,45
1424,11,33=17,32000,50
1424,12,33=20,36000,55
1424,13,33=23,40000,60
1424,14,33=26,44000,65
1424,15,33=30,48000,70
1424,16,34=34,96000,75
1424,17,34=38,104000,80
1424,18,34=42,112000,85
1424,19,34=46,120000,90
1424,20,34=50,128000,95
1425,1,31=1,0,0
1425,2,31=2,500,6
1425,3,31=3,1000,10
1425,4,31=4,2000,15
1425,5,31=5,4000,20
1425,6,32=6,8000,25
1425,7,32=8,10000,30
1425,8,32=10,12000,35
1425,9,32=12,14000,40
1425,10,32=14,16000,45
1425,11,33=17,32000,50
1425,12,33=20,36000,55
1425,13,33=23,40000,60
1425,14,33=26,44000,65
1425,15,33=30,48000,70
1425,16,34=34,96000,75
1425,17,34=38,104000,80
1425,18,34=42,112000,85
1425,19,34=46,120000,90
1425,20,34=50,128000,95
1426,1,31=1,0,0
1426,2,31=2,500,6
1426,3,31=3,1000,10
1426,4,31=4,2000,15
1426,5,31=5,4000,20
1426,6,32=6,8000,25
1426,7,32=8,10000,30
1426,8,32=10,12000,35
1426,9,32=12,14000,40
1426,10,32=14,16000,45
1426,11,33=17,32000,50
1426,12,33=20,36000,55
1426,13,33=23,40000,60
1426,14,33=26,44000,65
1426,15,33=30,48000,70
1426,16,34=34,96000,75
1426,17,34=38,104000,80
1426,18,34=42,112000,85
1426,19,34=46,120000,90
1426,20,34=50,128000,95
1427,1,31=1,0,0
1427,2,31=2,500,6
1427,3,31=3,1000,10
1427,4,31=4,2000,15
1427,5,31=5,4000,20
1427,6,32=6,8000,25
1427,7,32=8,10000,30
1427,8,32=10,12000,35
1427,9,32=12,14000,40
1427,10,32=14,16000,45
1427,11,33=17,32000,50
1427,12,33=20,36000,55
1427,13,33=23,40000,60
1427,14,33=26,44000,65
1427,15,33=30,48000,70
1427,16,34=34,96000,75
1427,17,34=38,104000,80
1427,18,34=42,112000,85
1427,19,34=46,120000,90
1427,20,34=50,128000,95
1428,1,31=1,0,0
1428,2,31=2,500,6
1428,3,31=3,1000,10
1428,4,31=4,2000,15
1428,5,31=5,4000,20
1428,6,32=6,8000,25
1428,7,32=8,10000,30
1428,8,32=10,12000,35
1428,9,32=12,14000,40
1428,10,32=14,16000,45
1428,11,33=17,32000,50
1428,12,33=20,36000,55
1428,13,33=23,40000,60
1428,14,33=26,44000,65
1428,15,33=30,48000,70
1428,16,34=34,96000,75
1428,17,34=38,104000,80
1428,18,34=42,112000,85
1428,19,34=46,120000,90
1428,20,34=50,128000,95
1429,1,31=1,0,0
1429,2,31=2,500,6
